Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / Internacional,Compare At Price / Internacional,Status
jogo-de-panelas-rochedo-antiaderente-6-pecas-smart-com-panela-de-pressao,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/ArquivoExibir_3_720x720_crop_center_939b51b2-5b6c-4663-a043-7ef62945efc2.jpg?v=1663109759,2,,,,,,,,,,,,,,,,,,,,,,,,
jogo-de-panelas-rochedo-antiaderente-6-pecas-smart-com-panela-de-pressao,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/ArquivoExibir_1_2048x_acab50d7-9c30-4066-82e6-101cc769be7b.jpg?v=1663109759,3,,,,,,,,,,,,,,,,,,,,,,,,
jogo-de-panelas-rochedo-antiaderente-6-pecas-smart-com-panela-de-pressao,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/ArquivoExibir_2_720x720_crop_center_887b69cd-6cd3-4173-87b7-1c8c285924dc.jpg?v=1663109759,4,,,,,,,,,,,,,,,,,,,,,,,,
iphone-11-apple-64gb-branco-tela-6-1-4g-camera-12mp-ios,"iPhone 11 Apple (64GB) Branco Tela 6,1"" 4G Câmera 12MP iOS","<table class=""src__SpecsCell-sc-70o4ee-5 gYhGqJ"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Código</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">1614132251</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Código de barras</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">194252097403</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Fabricante</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Apple Computer Brasil</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Marca</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Apple</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Tipo de Chip</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Nano Chip</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Sistema Operacional</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Iphone IOS</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Versão S.O.</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">iOS 13</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Tipo de Tela</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Retina Display</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Tamanho do Display</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">6.15''</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Resolução</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Resolução de 1792 x 828 pixels a 326 ppp</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Multichip</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Dual Chip</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Câmera Traseira</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">12MP</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Câmera Frontal</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">2.2MP</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Filmadora</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">4K</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Sintonizador de TV</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Não possui</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">NFC</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Sim</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Processador</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">A13 Bionic Neural Engine de terceira geração</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Memória RAM</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">2GB</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Memória Interna</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">64GB</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Expansivo até?</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Não possui entrada para cartão de memória</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Banda</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">3G/4G</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Conexões</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Wi-Fi,3G,4G</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Recursos de chamada</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Viva Voz</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Alimentação, tipo de bateria</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Bateria interna recarregável de íon de lítio</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Modelo</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">MWLU2BR/A</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Outros Recursos</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">N/A</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Cor</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Branco</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Conteúdo da Embalagem</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">iPhone com iOS 13, Cabo de Lightning para USB-C, Documentação</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Garantia do Fornecedor</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">12 Meses</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Dimensões do produto - cm (AxLxP)</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">15,1x7,6x08cm</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Peso liq. aproximado do produto (Kg)</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">470g</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Referência do Modelo</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">MWLU2BR/A</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">SAC</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">0800 761 0867</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Código de homologação (Anatel)</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">56861901993</td>
</tr>
</tbody>
</table>",ciadolarcenter,,,"",true,Cor,Branco,,,,,113,0.0,shopify,413,deny,manual,2099.00,3699.00,true,true,"",https://cdn.shopify.com/s/files/1/0664/3479/3718/products/1_720x720_crop_center_4644a5a2-da18-4566-9a24-164860612e3e.png?v=1663109752,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
iphone-11-apple-64gb-branco-tela-6-1-4g-camera-12mp-ios,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/2_720x720_crop_center_680d7e4c-7684-4982-92cd-1f012442f3c2.png?v=1663109752,2,,,,,,,,,,,,,,,,,,,,,,,,
iphone-11-apple-64gb-branco-tela-6-1-4g-camera-12mp-ios,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/3_720x720_crop_center_1ac27a74-7d5e-4929-890c-230a3fdd52a5.png?v=1663109752,3,,,,,,,,,,,,,,,,,,,,,,,,
iphone-11-apple-64gb-branco-tela-6-1-4g-camera-12mp-ios,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/4_720x720_crop_center_412e0e22-d96b-4228-b7a4-7b8a03d9844c.png?v=1663109752,4,,,,,,,,,,,,,,,,,,,,,,,,
geladeira-refrigerador-electrolux-frost-free-inox-inverse-454l-com-gavetao-prateleira-dobravel-db53x,Geladeira/Refrigerador Electrolux Frost Free Inox - Inverse 454L com Gavetão Prateleira Dobrável DB53X,"<span data-mce-fragment=""1"">A geladeira DB53X está sempre a postos para se adaptar às suas necessidades, deixando tudo muito mais fácil de organizar. Especialmente naqueles dias em que você resolve chamar os amigos para um happy hour surpresa. É só empurrar as prateleiras dobráveis Fast Adapt, que sobra espaço para o refrigerante do amigo que não bebe e para o champanhe do amigo mais sofisticado. A bebida quente também gela rapidinho com a função Drink Express. Já as comidas ficam todas à vista e fáceis de pegar, já que nessa geladeira Electrolux inox Inverse, o freezer fica na parte de baixo. O Modo Festa, acionado pelo painel, garante que nada na geladeira se estrague, e o refrigerador mantém a temperatura nos dois compartimentos por até seis horas, mesmo com o abre e fecha da porta. Com a geladeira Electrolux Inverse Inox você terá muito mais flexibilidade para curtir os momentos.</span><span data-mce-fragment=""1""></span>",ciadolarcenter,,,"",true,Title,Default Title,,,,,30,0.0,shopify,125,deny,manual,999.90,,true,true,"",https://cdn.shopify.com/s/files/1/0664/3479/3718/products/2bd4c498910f684c69278a3ebb34de2d_720x720_crop_center_acab1325-2630-4471-8492-ae45caf731c0.jpg?v=1663109747,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
geladeira-refrigerador-electrolux-frost-free-inox-inverse-454l-com-gavetao-prateleira-dobravel-db53x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/3bf4427e3bd0dbe01afa1a148b5efa9a_720x720_crop_center_8526d743-4ce0-4b0f-9985-cf2b208c79f4.jpg?v=1663109747,2,,,,,,,,,,,,,,,,,,,,,,,,
geladeira-refrigerador-electrolux-frost-free-inox-inverse-454l-com-gavetao-prateleira-dobravel-db53x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/65cc05f7fbe48ab9939474096bcf4a50_720x720_crop_center_137d5f91-6a29-4151-9815-94f89a06c406.jpg?v=1663109747,3,,,,,,,,,,,,,,,,,,,,,,,,
geladeira-refrigerador-electrolux-frost-free-inox-inverse-454l-com-gavetao-prateleira-dobravel-db53x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/f466f39490f0d4c4c5aaf4fc6bc63d31_720x720_crop_center_34f8123a-119c-4579-9d39-e0652e56e4c8.jpg?v=1663109747,4,,,,,,,,,,,,,,,,,,,,,,,,
geladeira-refrigerador-electrolux-frost-free-inox-inverse-454l-com-gavetao-prateleira-dobravel-db53x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/938f5da1f8c3a80065ae18990a229660_720x720_crop_center_d9513185-5082-493a-ab29-6f30479ce4f1.jpg?v=1663109747,5,,,,,,,,,,,,,,,,,,,,,,,,
geladeira-refrigerador-electrolux-frost-free-inox-inverse-454l-com-gavetao-prateleira-dobravel-db53x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/2f8de3ebb3be98cf7ffec87867c78890_720x720_crop_center_8aad7b11-dd84-4ba3-8cc8-022f00bcc5ac.jpg?v=1663109747,6,,,,,,,,,,,,,,,,,,,,,,,,
furadeira-e-parafusadeira-de-impacto-1-2-13mm-bivolt-a-bateria-20-volts-com-2-baterias-dcd776c2-dewalt,Furadeira e Parafusadeira de impacto 1/2” 13mm Bivolt à bateria 20 Volts com 2 baterias DCD776C2 - Dewalt,"<p data-mce-fragment=""1"">MARCA: Dewalt</p>
<p data-mce-fragment=""1"">MODELO: DCD776C2</p>
<p data-mce-fragment=""1"">COR: Amarelo</p>
<p data-mce-fragment=""1"">CARACTERÍSTICAS: Gatilho eletrônico com velocidade variável e reversível, luz de LED, permite ao usuário maior visibilidade na área de trabalho, compacta e leve, empunhadura emborrachada, maior controle e comodidade ao usuário, baterias flexíveis com o mesmo encaixe de 1,</p>
<p data-mce-fragment=""1"">VOLTAGEM: Bivolt</p>
<p data-mce-fragment=""1"">ORIGEM: Nacional</p>
<p data-mce-fragment=""1"">POTÊNCIA: 20V</p>
<p data-mce-fragment=""1"">PESO BRUTO: 3,900 kg</p>
<p data-mce-fragment=""1"">PESO LÍQUIDO: 2,340 kg</p>
<p data-mce-fragment=""1"">USO: Profissional</p>
<p data-mce-fragment=""1"">ALIMENTAÇÃO: Bateria</p>
<p data-mce-fragment=""1"">BATERIA: 20v</p>
<p data-mce-fragment=""1"">MANDRIL: 1/2"" (13mm)</p>
<p data-mce-fragment=""1"">ROTAÇÃO: 1500 rpm</p>
<p data-mce-fragment=""1"">TIPO DE MOTOR: Universal (Corrente Contínua)</p>
<p data-mce-fragment=""1"">NÚMERO DE PEÇAS: 3</p>
<p data-mce-fragment=""1"">CAPACIDA. PERFURAÇÃO: Alvenaria 13 mm, metais 13 mm e madeira 38 mm.</p>
<p data-mce-fragment=""1"">INCLUSO: Carregador, 2 baterias de 1,5Ah e maleta</p>
<p data-mce-fragment=""1"">IIMPACTO/PERCURTOR: Com Impacto</p>
<p class=""description__text"" data-mce-fragment=""1""> <br data-mce-fragment=""1""></p>
<table class=""description__box--wildSand"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td class=""description__information-left"" data-mce-fragment=""1"">Informações técnicas</td>
<td class=""description__information-right"" data-mce-fragment=""1"">
<table class=""description__box"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td class=""description__information-box-left"" data-mce-fragment=""1"">Cor</td>
<td class=""description__information-box-right"" data-mce-fragment=""1"">Amarelo</td>
</tr>
</tbody>
</table>
</td>
</tr>
</tbody>
</table>
<table class=""description__box"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td class=""description__information-left"" data-mce-fragment=""1"">Informações complementares</td>
<td class=""description__information-right"" data-mce-fragment=""1"">
<table class=""description__box"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td class=""description__information-box-left"" data-mce-fragment=""1"">Marca</td>
<td class=""description__information-box-right"" data-mce-fragment=""1"">Dewalt</td>
</tr>
</tbody>
</table>
<table class=""description__box"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td class=""description__information-box-left"" data-mce-fragment=""1"">Tamanho do Mandril</td>
<td class=""description__information-box-right"" data-mce-fragment=""1"">1/2</td>
</tr>
</tbody>
</table>
<table class=""description__box"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td class=""description__information-box-left"" data-mce-fragment=""1"">Tipo</td>
<td class=""description__information-box-right"" data-mce-fragment=""1"">Furadeira,Parafusadeira</td>
</tr>
</tbody>
</table>
<table class=""description__box"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td class=""description__information-box-left"" data-mce-fragment=""1"">Voltagem</td>
<td class=""description__information-box-right"" data-mce-fragment=""1"">Bivolt</td>
</tr>
</tbody>
</table>
</td>
</tr>
</tbody>
</table>",ciadolarcenter,,,"",true,Title,Default Title,,,,,111,0.0,shopify,88,deny,manual,149.90,599.90,true,true,"",https://cdn.shopify.com/s/files/1/0664/3479/3718/products/c9a3d4b39cdc1dbe54ea092cae905ab2_720x720_crop_center_becd6be4-65b2-4df4-a077-3bdd45a49268.jpg?v=1663109741,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
furadeira-e-parafusadeira-de-impacto-1-2-13mm-bivolt-a-bateria-20-volts-com-2-baterias-dcd776c2-dewalt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/e2744f2464654e23c18ee01c0b740758_720x720_crop_center_aa50d554-1a2b-498d-8984-31c19540ba78.jpg?v=1663109741,2,,,,,,,,,,,,,,,,,,,,,,,,
furadeira-e-parafusadeira-de-impacto-1-2-13mm-bivolt-a-bateria-20-volts-com-2-baterias-dcd776c2-dewalt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/8fada2df4ded7d0007e74c674d9babdd_720x720_crop_center_ffec1f15-c599-4afe-a532-69f82f074594.jpg?v=1663109741,3,,,,,,,,,,,,,,,,,,,,,,,,
